"Time","Am4"
0,0
3.3460025901563997e-08,2.532761676106076e-07
6.6920051803127993e-08,8.3136733931177419e-07
1.0038007770469199e-07,1.7564490275346405e-06
2.5496154755446454e-07,1.076068788305121e-05
4.0954301740423709e-07,2.8642399580652818e-05
5.6412448725400964e-07,5.6843682087584274e-05
7.1870595710378219e-07,9.6806158810502788e-05
1.7871139292439205e-06,0.00080669404965970251
2.8555219013840589e-06,0.0026081459891141483
3.9239298735241974e-06,0.0059617635843821556
4.992337845664336e-06,0.011322719897305645
6.0607458178044745e-06,0.01914045636205795
8.7627273699784082e-06,0.052842063178423562
1.1464708922152343e-05,0.11203926826540189
1.4166690474326277e-05,0.2033709671825277
1.6868672026500212e-05,0.33308007951277607
1.9570653578674146e-05,0.50695040691085325
2.2272635130848081e-05,0.73025298019873219
2.2727272727272509e-05,0.77302008564476865
2.2727272727272726e-05,0.77302008564478941
2.2742210000372425e-05,0.77429541966135285
2.2757147273472124e-05,0.77554248581674168
2.2772084546571822e-05,0.77678657578202104
2.2921457277568821e-05,0.78905799051795256
2.3070830008565819e-05,0.80113144472807662
2.3220202739562817e-05,0.81300404738321264
2.4490512220467116e-05,0.90637006827212441
2.5760821701371415e-05,0.98606102026800591
2.7031131182275714e-05,1.0526110283093806
2.8301440663180014e-05,1.1066860108038048
3.1053844239705558e-05,1.184463968421829
3.3806247816231099e-05,1.2147218045600527
3.655865139275664e-05,1.2056443633661775
3.9311054969282181e-05,1.1657045166813962
4.2063458545807723e-05,1.1035430573243066
4.5454545454545445e-05,1.0093495309504121
4.5454545454545879e-05,1.0093495309503993
4.5733118440515144e-05,1.000832147105674
4.601169142648441e-05,0.99219928627384801
4.6290264412453676e-05,0.98346056760818357
4.7691397498780685e-05,0.93804840739650464
4.9092530585107693e-05,0.89199974534122928
5.0493663671434702e-05,0.84642016849858392
5.1895714006188277e-05,0.80242588222993461
5.3297764340941852e-05,0.76118738888842541
5.4461799421082668e-05,0.72959384812755013
5.5625834501223485e-05,0.70123911296747787
5.65950135187249e-05,0.6803262656528567
5.7564192536226315e-05,0.66241110715785534
5.853337155372773e-05,0.64783729215168873
6.0449588060882253e-05,0.62880183241089349
6.2365804568036777e-05,0.62547126067902625
6.4282021075191307e-05,0.64066946064501695
6.6198237582345838e-05,0.67695659962144927
6.8181818181817304e-05,0.73895488771851803
6.8181818181818171e-05,0.73895488771855111
6.8197322283619969e-05,0.73939280900379845
6.8212826385421766e-05,0.73980414039699738
6.8228330487223564e-05,0.74021270092012359
6.8383371505241594e-05,0.74413002177705523
6.8538412523259625e-05,0.7478514057187905
6.8693453541277655e-05,0.75137439201373557
7.0243863721458001e-05,0.77651312875022849
7.1794273901638347e-05,0.78356015102464649
7.3344684081818692e-05,0.77381950596083882
7.4895094261999038e-05,0.74879936925028567
7.7977750970476507e-05,0.65977579275472331
8.1060407678953977e-05,0.52934926894267609
8.4143064387431446e-05,0.3709330172054609
8.7225721095908915e-05,0.19809574305013436
9.0308377804386385e-05,0.024351194539819085
9.0909090909090036e-05,-0.0086676429386135026
9.0909090909090904e-05,-0.008667642938660812
9.1022306887756442e-05,-0.015013132811822143
9.1135522866421981e-05,-0.021373923665304304
9.1248738845087519e-05,-0.027743885885239659
9.2380898631742918e-05,-0.0917877916012345
9.3513058418398317e-05,-0.15566493951356244
9.4645218205053716e-05,-0.21873855357858502
9.6033560043923963e-05,-0.29377073454459945
9.742190188279421e-05,-0.36527871010821472
9.8468875666895026e-05,-0.41654181234741555
9.9515849450995843e-05,-0.46471692140891047
0.00010056282323509666,-0.50932160583156638
0.00010241154657179349,-0.5793118220046849
0.00010426026990849031,-0.63542120703823546
0.00010610899324518714,-0.67482215152372194
0.00010795771658188397,-0.69492391916779062
0.00011149930003304979,-0.67145033507844232
0.00011363636363636277,-0.61249952063043167
0.00011363636363636364,-0.61249952063040036
0.00011365163510175698,-0.612083518740134
0.00011366690656715032,-0.61169176202478315
0.00011368217803254366,-0.61130217762512407
0.00011383489268647713,-0.60752379345600849
0.00011398760734041059,-0.60388315045370866
0.00011414032199434406,-0.60038167643043505
0.00011566746853367872,-0.5723301746335675
0.00011719461507301338,-0.5565897791221015
0.00011872176161234805,-0.55192032652938106
0.00012024890815168271,-0.55692593150453273
0.00012349789332334333,-0.59331542518510405
0.00012674687849500396,-0.65294950896760362
0.0001299958636666646,-0.72136600085593716
0.00013324484883832523,-0.78421585470963173
0.00013636363636363461,-0.82631488675738429
0.00013636363636363634,-0.82631488675740039
0.00013645070104116897,-0.82733645382489418
0.0001365377657187016,-0.82836716022361501
0.00013662483039623424,-0.82939906077354175
0.00013749547717156063,-0.83968497302614653
0.00013836612394688702,-0.84971126268144404
0.00013923677072221342,-0.85922054576867146
0.00014068516674097391,-0.87263684989568491
0.00014213356275973439,-0.88241894337102644
0.00014321411521333905,-0.88704876953544787
0.0001442946676669437,-0.88861045217524826
0.00014537522012054836,-0.88664384362595616
0.00014731355184265915,-0.87423361304873071
0.00014925188356476994,-0.84773827177927186
0.00015119021528688074,-0.80434201587746923
0.00015312854700899153,-0.74147801867082752
0.00015679581525750562,-0.5615552844863958
0.00015909090909090734,-0.40296839065534856
0.00015909090909090907,-0.40296839065521417
0.00015910704037942267,-0.40185482786161342
0.00015912317166793627,-0.40076455760440544
0.00015913930295644987,-0.39967638821965024
0.00015930061584158592,-0.38892367347500117
0.00015946192872672198,-0.37832160562906303
0.00015962324161185803,-0.36787183822824759
0.00016123637046321855,-0.27103468298195232
0.00016284949931457906,-0.18780188904331785
0.00016446262816593958,-0.11692729703331407
0.00016607575701730009,-0.056996881579322971
0.00016944384072470269,0.039157670030376415
0.00017281192443210528,0.10755847313571214
0.00017618000813950788,0.16226750284093727
0.00017954809184691047,0.21729756416645132
0.00018181818181818007,0.2614662362060633
0.00018181818181818181,0.26146623620610054
0.00018190564996029929,0.26307101825961099
0.00018199311810241677,0.26465105820351048
0.00018208058624453425,0.2662158096625864
0.00018295526766570915,0.28065179464327061
0.00018382994908688405,0.29391581562636793
0.00018470463050805896,0.3062222271797857
0.00018672867619488244,0.33273787140666483
0.00018875272188170593,0.35802374530232162
0.00019077676756852941,0.38479007225276007
0.0001928008132553529,0.41595238676837143
0.00019681938466345684,0.50180975776501757
0.00020083795607156078,0.63819648860590772
0.00020454545454545281,0.8269984484415237
0.00020454545454545454,0.82699844844162884
0.00020456407918410823,0.82797379281675365
0.00020458270382276193,0.82892532597524948
0.00020460132846141562,0.82987422699553248
0.00020478757484795258,0.83915345740570724
0.00020497382123448954,0.84819093300691006
0.0002051600676210265,0.85698414471407958
0.00020702253148639619,0.93265376649750087
0.00020888499535176588,0.98658960640181781
0.00021074745921713557,1.0208808085582635
0.00021260992308250526,1.0379070498497098
0.00021600026563310638,1.0324474469629996
0.0002193906081837075,0.99319078546301787
0.00022278095073430861,0.9360833571677627
0.00022617129328490973,0.87705338019073631
0.00022727272727272554,0.86006835816815086
0.00022727272727272727,0.86006835816812555
0.00022735505257096757,0.85856462260812294
0.00022743737786920786,0.85702937175524352
0.00022751970316744815,0.85547343111300678
0.00022834295614985122,0.83821730917263737
0.00022916620913225429,0.81922711111698254
0.00022998946211465735,0.79869588132720915
0.00023196216757998811,0.74527922091494481
0.00023393487304531886,0.68726919214752624
0.00023590757851064961,0.62748589638652108
0.00023788028397598036,0.56904623143342226
0.00024145220686777892,0.47642592482364582
0.00024502412975957748,0.41670747044601164
0.00024859605265137601,0.40791743052238361
0.00024999999999999654,0.42206490156232296
0.00025000000000000001,0.4220649015623717
0.00025001815897102804,0.42217970173245067
0.00025003631794205607,0.42227225705634175
0.0002500544769130841,0.42236253843837734
0.00025023606662336457,0.42309129705440246
0.00025041765633364505,0.42361936534559924
0.00025059924604392553,0.42394518820921578
0.00025241514314673007,0.41723690769669358
0.00025423104024953461,0.39314738353198658
0.00025604693735233915,0.35393191226293352
