"Time","Vm1"
0,24
3.3460025901563997e-08,23.999994840267469
6.6920051803127993e-08,23.999989028676321
1.0038007770469199e-07,23.999982992850949
2.5496154755446454e-07,23.999952153313863
4.0954301740423709e-07,23.999916168583042
5.6412448725400964e-07,23.999874962306787
7.1870595710378219e-07,23.999828514524228
1.7871139292439205e-06,23.999365221179762
2.8555219013840589e-06,23.998653075110724
3.9239298735241974e-06,23.997694338367115
4.992337845664336e-06,23.996492049328406
6.0607458178044745e-06,23.995049387120183
8.7627273699784082e-06,23.990352129341574
1.1464708922152343e-05,23.984204164375544
1.4166690474326277e-05,23.976683097392296
1.6868672026500212e-05,23.967880198320504
1.9570653578674146e-05,23.957898860422837
2.2272635130848081e-05,23.946853143565356
2.2727272727272509e-05,23.944898427410237
2.2727272727272726e-05,23.944898427410237
2.2742210000372425e-05,23.951995295355477
2.2757147273472124e-05,23.952177318894137
2.2772084546571822e-05,23.95211174591071
2.2921457277568821e-05,23.952863968871483
2.3070830008565819e-05,23.953646594570898
2.3220202739562817e-05,23.954422126339423
2.4490512220467116e-05,23.960854873561011
2.5760821701371415e-05,23.966984724876681
2.7031131182275714e-05,23.972799402464048
2.8301440663180014e-05,23.978287697839988
3.1053844239705558e-05,23.989017533300174
3.3806247816231099e-05,23.998085703581886
3.655865139275664e-05,24.005421437677814
3.9311054969282181e-05,24.01097274471217
4.2063458545807723e-05,24.014706036519041
4.5454545454545445e-05,24.016821231222991
4.5454545454545879e-05,24.016821231222991
4.5733118440515144e-05,24.017729446664024
4.601169142648441e-05,24.017870220938288
4.6290264412453676e-05,24.018085133572175
4.7691397498780685e-05,24.01875458982212
4.9092530585107693e-05,24.018953418285857
5.0493663671434702e-05,24.018676867047144
5.1895714006188277e-05,24.017927253845993
5.3297764340941852e-05,24.016710037561296
5.4461799421082668e-05,24.01537078358524
5.5625834501223485e-05,24.01371591074707
5.65950135187249e-05,24.012116276013753
5.7564192536226315e-05,24.010303888833459
5.853337155372773e-05,24.008282994322855
6.0449588060882253e-05,24.003764722563393
6.2365804568036777e-05,23.99850759610058
6.4282021075191307e-05,23.992515292967543
6.6198237582345838e-05,23.985813530411868
6.8181818181817304e-05,23.978171494695736
6.8181818181818171e-05,23.978171494695733
6.8197322283619969e-05,23.98478482268948
6.8212826385421766e-05,23.984921401428636
6.8228330487223564e-05,23.984860716057156
6.8383371505241594e-05,23.985581568835741
6.8538412523259625e-05,23.986327508918329
6.8693453541277655e-05,23.987065287535671
7.0243863721458001e-05,23.994150534643612
7.1794273901638347e-05,24.00068426128513
7.3344684081818692e-05,24.006647568205473
7.4895094261999038e-05,24.012024121936403
7.7977750970476507e-05,24.02092482805287
8.1060407678953977e-05,24.027375235578731
8.4143064387431446e-05,24.031322878677663
8.7225721095908915e-05,24.032748865913391
9.0308377804386385e-05,24.031666664044785
9.0909090909090036e-05,24.031182478055079
9.0909090909090904e-05,24.031182478055076
9.1022306887756442e-05,24.032435921549816
9.1135522866421981e-05,24.032332359820817
9.1248738845087519e-05,24.032373196280567
9.2380898631742918e-05,24.032571860541115
9.3513058418398317e-05,24.032439098713802
9.4645218205053716e-05,24.031970984564079
9.6033560043923963e-05,24.030910603976086
9.742190188279421e-05,24.029357629863437
9.8468875666895026e-05,24.027894397152394
9.9515849450995843e-05,24.026154527401498
0.00010056282323509666,24.024143826681065
0.00010241154657179349,24.020034435143224
0.00010426026990849031,24.01515912746466
0.00010610899324518714,24.009513532468226
0.00010795771658188397,24.00311783752872
0.00011149930003304979,23.988894750520366
0.00011363636363636277,23.979151662006181
0.00011363636363636364,23.979151662006174
0.00011365163510175698,23.985288574827873
0.00011366690656715032,23.985412681925574
0.00011368217803254366,23.985340694332759
0.00011383489268647713,23.985849842235734
0.00011398760734041059,23.986382803550715
0.00011414032199434406,23.986908005140322
0.00011566746853367872,23.991881364479813
0.00011719461507301338,23.996332259908055
0.00011872176161234805,24.000248347388954
0.00012024890815168271,24.00361997384562
0.00012349789332334333,24.00895661760887
0.00012674687849500396,24.011761644435104
0.0001299958636666646,24.012029222334281
0.00013324484883832523,24.009790904611283
0.00013636363636363461,24.00534699398634
0.00013636363636363634,24.005346993986336
0.00013645070104116897,24.007008854443725
0.0001365377657187016,24.006820961474617
0.00013662483039623424,24.006819139913198
0.00013749547717156063,24.006791770975646
0.00013836612394688702,24.006592552286065
0.00013923677072221342,24.006219510871372
0.00014068516674097391,24.005151701746112
0.00014213356275973439,24.003617933776436
0.00014321411521333905,24.002201924102664
0.0001442946676669437,24.000529193568802
0.00014537522012054836,23.998605600531601
0.00014731355184265915,23.994624281570339
