4.072
4.027
4.008
3.984
3.96
3.922
3.895
3.879
3.855
3.843
3.818
3.797
3.789
3.777
3.767
3.753
3.761
3.76
3.74
3.725
3.713
3.714
3.7
3.711
3.712
3.7
3.693
3.691
3.698
3.691
3.681
3.673
3.657
3.645
3.635
3.623
3.607
3.614
3.596
3.568
3.505
3.361
1.03
