LECROYWS3054,15238,Waveform
Segments,1,SegmentSize,100002
Segment,TrigTime,TimeSinceSegment1
#1,10-Nov-2017 11:53:39,0                 
Time,Ampl
-7.800194e-005,34.6667
-7.799994e-005,34.6667
-7.799794e-005,34.6667
-7.799594e-005,34.6667
-7.799394e-005,34.6667
-7.799194e-005,34.6667
-7.798994e-005,35
-7.798794e-005,35
-7.798594e-005,34.6667
-7.798394e-005,34.6667
-7.798194e-005,35
-7.797994e-005,35
-7.797794e-005,34.6667
-7.797594e-005,35
-7.797394e-005,34.6667
-7.797194e-005,34.6667
-7.796994e-005,34.6667
-7.796794e-005,34.6667
-7.796594e-005,34.6667
-7.796394e-005,34.6667
-7.796194e-005,34.6667
-7.795994e-005,34.6667
-7.795794e-005,34.6667
-7.795594e-005,34.6667
-7.795394e-005,34.6667
-7.795194e-005,34.6667
-7.794994e-005,34.6667
-7.794794e-005,34.6667
-7.794594e-005,34.6667
-7.794394e-005,34.6667
-7.794194e-005,34.6667
-7.793994e-005,34.6667
-7.793794e-005,34.6667
-7.793594e-005,34.6667
-7.793394e-005,34.6667
-7.793194e-005,34.6667
-7.792994e-005,34.6667
-7.792794e-005,34.6667
-7.792594e-005,34.6667
-7.792394e-005,34.6667
-7.792194e-005,34.6667
-7.791994e-005,34.6667
-7.791794e-005,34.6667
-7.791594e-005,34.6667
-7.791394e-005,34.6667
-7.791194e-005,34.6667
-7.790994e-005,34.6667
-7.790794e-005,34.6667
-7.790594e-005,34.6667
-7.790394e-005,34.6667
-7.790194e-005,34.6667
-7.789994e-005,34.6667
-7.789794e-005,34.6667
-7.789594e-005,34.6667
-7.789394e-005,35
-7.789194e-005,34.6667
-7.788994e-005,34.6667
-7.788794e-005,35
-7.788594e-005,34.6667
-7.788394e-005,34.6667
-7.788194e-005,34.6667
-7.787994e-005,34.6667
-7.787794e-005,34.6667
-7.787594e-005,34.6667
-7.787394e-005,34.6667
-7.787194e-005,34.6667
-7.786994e-005,35
-7.786794e-005,35
-7.786594e-005,35
-7.786394e-005,34.6667
-7.786194e-005,34.6667
-7.785994e-005,34.6667
-7.785794e-005,34.6667
-7.785594e-005,35
-7.785394e-005,34.6667
-7.785194e-005,34.6667
-7.784994e-005,34.6667
-7.784794e-005,35
-7.784594e-005,35
-7.784394e-005,34.6667
-7.784194e-005,34.6667
-7.783994e-005,35
-7.783794e-005,34.6667
-7.783594e-005,34.6667
-7.783394e-005,34.6667
-7.783194e-005,34.6667
-7.782994e-005,34.6667
-7.782794e-005,35
-7.782594e-005,35
-7.782394e-005,34.6667
-7.782194e-005,34.6667
-7.781994e-005,34.6667
-7.781794e-005,34.6667
-7.781594e-005,34.6667
-7.781394e-005,34.6667
-7.781194e-005,34.6667
-7.780994e-005,34.6667
-7.780794e-005,34.6667
-7.780594e-005,34.6667
-7.780394e-005,34.6667
-7.780194e-005,34.6667
-7.779994e-005,34.6667
-7.779794e-005,35
-7.779594e-005,34.6667
-7.779394e-005,34.6667
-7.779194e-005,34.6667
-7.778994e-005,34.6667
-7.778794e-005,34.6667
-7.778594e-005,34.6667
-7.778394e-005,34.6667
-7.778194e-005,34.6667
-7.777994e-005,34.6667
-7.777794e-005,34.6667
-7.777594e-005,34.6667
-7.777394e-005,34.6667
-7.777194e-005,34.6667
-7.776994e-005,34.6667
-7.776794e-005,35
-7.776594e-005,34.6667
-7.776394e-005,34.6667
-7.776194e-005,34.6667
-7.775994e-005,34.6667
-7.775794e-005,34.6667
-7.775594e-005,34.6667
-7.775394e-005,34.6667
-7.775194e-005,34.6667
-7.774994e-005,34.6667
-7.774794e-005,34.6667
-7.774594e-005,34.6667
-7.774394e-005,34.6667
-7.774194e-005,34.6667
-7.773994e-005,34.6667
-7.773794e-005,34.6667
-7.773594e-005,35
-7.773394e-005,34.6667
-7.773194e-005,34.6667
-7.772994e-005,34.6667
-7.772794e-005,34.6667
-7.772594e-005,34.6667
-7.772394e-005,34.6667
-7.772194e-005,34.6667
-7.771994e-005,34.6667
-7.771794e-005,34.6667
-7.771594e-005,34.6667
-7.771394e-005,34.6667
-7.771194e-005,34.6667
-7.770994e-005,34.6667
-7.770794e-005,34.6667
-7.770594e-005,34.6667
-7.770394e-005,34.6667
-7.770194e-005,34.6667
-7.769994e-005,34.6667
-7.769794e-005,34.6667
-7.769594e-005,34.6667
-7.769394e-005,34.6667
-7.769194e-005,34.6667
-7.768994e-005,34.6667
-7.768794e-005,34.6667
-7.768594e-005,34.6667
-7.768394e-005,34.6667
-7.768194e-005,34.6667
-7.767994e-005,34.6667
-7.767794e-005,34.6667
-7.767594e-005,34.6667
-7.767394e-005,34.6667
-7.767194e-005,34.6667
-7.766994e-005,34.6667
-7.766794e-005,34.6667
-7.766594e-005,34.6667
-7.766394e-005,35
-7.766194e-005,34.6667
-7.765994e-005,34.6667
-7.765794e-005,34.6667
-7.765594e-005,34.6667
-7.765394e-005,34.6667
-7.765194e-005,34.6667
-7.764994e-005,34.6667
-7.764794e-005,34.6667
-7.764594e-005,34.6667
-7.764394e-005,34.6667
-7.764194e-005,34.6667
-7.763994e-005,34.6667
-7.763794e-005,34.6667
-7.763594e-005,34.6667
-7.763394e-005,34.6667
-7.763194e-005,34.6667
-7.762994e-005,34.6667
-7.762794e-005,34.6667
-7.762594e-005,34.6667
-7.762394e-005,34.6667
-7.762194e-005,34.6667
-7.761994e-005,34.6667
-7.761794e-005,34.6667
-7.761594e-005,34.6667
-7.761394e-005,34.6667
-7.761194e-005,34.6667
-7.760994e-005,35
-7.760794e-005,35
-7.760594e-005,34.6667
-7.760394e-005,34.6667
-7.760194e-005,34.6667
-7.759994e-005,34.6667
-7.759794e-005,34.6667
-7.759594e-005,34.6667
-7.759394e-005,35
-7.759194e-005,35
-7.758994e-005,35
-7.758794e-005,34.6667
-7.758594e-005,34.6667
-7.758394e-005,34.6667
-7.758194e-005,34.6667
-7.757994e-005,35
-7.757794e-005,34.6667
-7.757594e-005,34.6667
-7.757394e-005,34.6667
-7.757194e-005,34.6667
-7.756994e-005,34.6667
-7.756794e-005,34.6667
-7.756594e-005,34.6667
-7.756394e-005,34.6667
-7.756194e-005,34.6667
-7.755994e-005,34.6667
-7.755794e-005,34.6667
-7.755594e-005,35
-7.755394e-005,34.6667
-7.755194e-005,34.6667
-7.754994e-005,34.6667
-7.754794e-005,34.6667
-7.754594e-005,34.6667
-7.754394e-005,34.6667
-7.754194e-005,34.6667
-7.753994e-005,34.6667
-7.753794e-005,34.6667
-7.753594e-005,34.6667
-7.753394e-005,34.6667
-7.753194e-005,34.6667
-7.752994e-005,34.6667
-7.752794e-005,34.6667
-7.752594e-005,34.6667
-7.752394e-005,34.6667
-7.752194e-005,34.6667
-7.751994e-005,34.6667
-7.751794e-005,34.6667
-7.751594e-005,35
-7.751394e-005,35
-7.751194e-005,34.6667
-7.750994e-005,34.6667
-7.750794e-005,34.6667
-7.750594e-005,34.6667
-7.750394e-005,34.6667
-7.750194e-005,34.6667
-7.749994e-005,34.6667
-7.749794e-005,34.6667
-7.749594e-005,34.6667
-7.749394e-005,34.3333
-7.749194e-005,34.6667
-7.748994e-005,34.6667
-7.748794e-005,34.6667
-7.748594e-005,34.6667
-7.748394e-005,34.6667
-7.748194e-005,34.6667
-7.747994e-005,34.6667
-7.747794e-005,34.6667
-7.747594e-005,34.6667
-7.747394e-005,34.6667
-7.747194e-005,34.6667
-7.746994e-005,34.6667
-7.746794e-005,34.6667
-7.746594e-005,34.6667
-7.746394e-005,35
-7.746194e-005,35
-7.745994e-005,35
-7.745794e-005,34.6667
-7.745594e-005,34.6667
-7.745394e-005,34.6667
-7.745194e-005,34.6667
-7.744994e-005,34.6667
-7.744794e-005,34.6667
-7.744594e-005,34.6667
-7.744394e-005,34.6667
-7.744194e-005,34.6667
-7.743994e-005,34.6667
-7.743794e-005,34.6667
-7.743594e-005,34.6667
-7.743394e-005,34.6667
-7.743194e-005,34.6667
-7.742994e-005,34.6667
-7.742794e-005,34.6667
-7.742594e-005,34.6667
-7.742394e-005,34.6667
-7.742194e-005,34.6667
-7.741994e-005,34.6667
-7.741794e-005,34.6667
-7.741594e-005,34.6667
-7.741394e-005,34.6667
-7.741194e-005,34.6667
-7.740994e-005,34.6667
-7.740794e-005,34.6667
-7.740594e-005,35
-7.740394e-005,35
-7.740194e-005,34.6667
-7.739994e-005,34.6667
-7.739794e-005,34.6667
-7.739594e-005,34.6667
-7.739394e-005,34.6667
-7.739194e-005,34.6667
-7.738994e-005,34.6667
-7.738794e-005,34.6667
-7.738594e-005,34.6667
-7.738394e-005,34.6667
-7.738194e-005,34.6667
-7.737994e-005,34.6667
-7.737794e-005,34.6667
-7.737594e-005,35
-7.737394e-005,35
-7.737194e-005,35
-7.736994e-005,34.6667
-7.736794e-005,34.6667
-7.736594e-005,34.6667
-7.736394e-005,34.6667
-7.736194e-005,34.6667
-7.735994e-005,34.6667
-7.735794e-005,34.6667
-7.735594e-005,34.6667
-7.735394e-005,34.6667
-7.735194e-005,34.6667
-7.734994e-005,34.6667
-7.734794e-005,34.6667
-7.734594e-005,34.6667
-7.734394e-005,34.6667
-7.734194e-005,34.6667
-7.733994e-005,34.6667
-7.733794e-005,34.6667
-7.733594e-005,34.6667
-7.733394e-005,34.6667
-7.733194e-005,34.6667
-7.732994e-005,34.6667
-7.732794e-005,34.6667
-7.732594e-005,34.6667
-7.732394e-005,35
-7.732194e-005,34.6667
-7.731994e-005,34.6667
-7.731794e-005,34.6667
-7.731594e-005,34.6667
-7.731394e-005,34.6667
-7.731194e-005,34.6667
-7.730994e-005,34.6667
-7.730794e-005,34.6667
-7.730594e-005,34.6667
-7.730394e-005,35
-7.730194e-005,35
-7.729994e-005,34.6667
-7.729794e-005,34.6667
-7.729594e-005,34.6667
-7.729394e-005,34.6667
-7.729194e-005,34.6667
-7.728994e-005,34.6667
-7.728794e-005,34.6667
-7.728594e-005,34.6667
-7.728394e-005,34.6667
-7.728194e-005,34.6667
-7.727994e-005,34.6667
-7.727794e-005,34.6667
-7.727594e-005,34.6667
-7.727394e-005,34.6667
-7.727194e-005,34.6667
-7.726994e-005,34.6667
-7.726794e-005,34.6667
-7.726594e-005,34.6667
-7.726394e-005,34.6667
-7.726194e-005,34.6667
-7.725994e-005,34.6667
-7.725794e-005,34.6667
-7.725594e-005,34.6667
-7.725394e-005,34.6667
-7.725194e-005,34.6667
-7.724994e-005,34.6667
-7.724794e-005,34.6667
-7.724594e-005,34.6667
-7.724394e-005,34.6667
-7.724194e-005,34.6667
-7.723994e-005,34.6667
-7.723794e-005,34.6667
-7.723594e-005,34.6667
-7.723394e-005,34.6667
-7.723194e-005,34.6667
-7.722994e-005,34.6667
-7.722794e-005,34.6667
-7.722594e-005,34.6667
-7.722394e-005,34.6667
-7.722194e-005,34.6667
-7.721994e-005,35
-7.721794e-005,34.6667
-7.721594e-005,34.6667
-7.721394e-005,34.6667
-7.721194e-005,34.6667
-7.720994e-005,34.6667
-7.720794e-005,34.6667
-7.720594e-005,34.6667
-7.720394e-005,34.6667
-7.720194e-005,34.6667
-7.719994e-005,34.6667
-7.719794e-005,34.6667
-7.719594e-005,34.6667
-7.719394e-005,34.6667
-7.719194e-005,34.6667
-7.718994e-005,34.6667
-7.718794e-005,34.6667
-7.718594e-005,34.6667
-7.718394e-005,34.6667
-7.718194e-005,34.6667
-7.717994e-005,34.6667
-7.717794e-005,35
-7.717594e-005,34.6667
-7.717394e-005,34.6667
-7.717194e-005,34.6667
-7.716994e-005,34.6667
-7.716794e-005,34.6667
-7.716594e-005,34.6667
-7.716394e-005,34.6667
-7.716194e-005,34.6667
-7.715994e-005,34.6667
-7.715794e-005,34.6667
-7.715594e-005,34.6667
-7.715394e-005,34.6667
-7.715194e-005,34.6667
-7.714994e-005,34.6667
-7.714794e-005,34.6667
-7.714594e-005,34.6667
-7.714394e-005,34.6667
-7.714194e-005,34.6667
-7.713994e-005,34.6667
-7.713794e-005,34.6667
-7.713594e-005,34.6667
